Entity,Code,Day,total_vaccinations
European Union,,2021-03-18,56417917
European Union,,2021-03-19,58045305
European Union,,2021-03-20,58933526
European Union,,2021-03-21,59848079
European Union,,2021-03-22,61189616
European Union,,2021-03-23,62580694
European Union,,2021-03-24,64302145
European Union,,2021-03-25,65985764
European Union,,2021-03-26,68713609
European Union,,2021-03-27,69722946
European Union,,2021-03-28,70826637
European Union,,2021-03-29,72404241
European Union,,2021-03-30,74199520
European Union,,2021-03-31,76184747
European Union,,2021-04-01,78322916
European Union,,2021-04-02,80459480
European Union,,2021-04-03,81673443
European Union,,2021-04-04,82776222
European Union,,2021-04-05,83752752
European Union,,2021-04-06,85569281
European Union,,2021-04-07,88215995
European Union,,2021-04-08,91118187
European Union,,2021-04-09,94494389
European Union,,2021-04-10,96319248
European Union,,2021-04-11,97835547
European Union,,2021-04-12,100051966
European Union,,2021-04-13,102408106
European Union,,2021-04-14,104944607
European Union,,2021-04-15,108001023
European Union,,2021-04-16,111636903
European Union,,2021-04-17,113205789
European Union,,2021-04-18,114838286
European Union,,2021-04-19,117388073
European Union,,2021-04-20,119643673
European Union,,2021-04-21,122568155
European Union,,2021-04-22,125520440
European Union,,2021-04-23,129266777
European Union,,2021-04-24,130651918
European Union,,2021-04-25,133192477
European Union,,2021-04-26,135157734
European Union,,2021-04-27,138256968
European Union,,2021-04-28,141839968
European Union,,2021-04-29,145538136
European Union,,2021-04-30,149180746
European Union,,2021-05-01,150996650
European Union,,2021-05-02,153598206
European Union,,2021-05-03,155831469
European Union,,2021-05-04,158895365
European Union,,2021-05-05,163225759
European Union,,2021-05-06,167374200
European Union,,2021-05-07,172054786
European Union,,2021-05-08,174160464
European Union,,2021-05-09,177109245
European Union,,2021-05-10,179959890
European Union,,2021-05-11,183723779
European Union,,2021-05-12,187685707
European Union,,2021-05-13,191400463
European Union,,2021-05-14,196124689
European Union,,2021-05-15,198449409
European Union,,2021-05-16,201331164
European Union,,2021-05-17,204078144
European Union,,2021-05-18,207672993
European Union,,2021-05-19,211413894
European Union,,2021-05-20,215921166
European Union,,2021-05-21,220976565
European Union,,2021-05-22,223157932
European Union,,2021-05-23,225907059
European Union,,2021-05-24,228030969
European Union,,2021-05-25,231240294
European Union,,2021-05-26,235444646
European Union,,2021-05-27,239504674
European Union,,2021-05-28,244459731
European Union,,2021-05-29,246696478
European Union,,2021-05-30,249615934
European Union,,2021-05-31,252399267
European Union,,2021-06-01,256298442
European Union,,2021-06-02,260837532
European Union,,2021-06-03,264426182
European Union,,2021-06-04,269526019
European Union,,2021-06-05,272091012
European Union,,2021-06-06,275925532
European Union,,2021-06-07,279096935
European Union,,2021-06-08,283221274
European Union,,2021-06-09,287960414
European Union,,2021-06-10,292498573
European Union,,2021-06-11,298316719
European Union,,2021-06-12,300671107
European Union,,2021-06-13,304260885
European Union,,2021-06-14,307315723
European Union,,2021-06-15,311048440
European Union,,2021-06-16,315976010
European Union,,2021-06-17,320213337
European Union,,2021-06-18,325831447
European Union,,2021-06-19,328033159
European Union,,2021-06-20,331650688
European Union,,2021-06-21,334635235
European Union,,2021-06-22,338820830
European Union,,2021-06-23,343416971
European Union,,2021-06-24,347132990
European Union,,2021-06-25,352338432
European Union,,2021-06-26,355068482
European Union,,2021-06-27,358636565
European Union,,2021-06-28,361846137
European Union,,2021-06-29,365803858
European Union,,2021-06-30,370027155
European Union,,2021-07-01,373999563
European Union,,2021-07-02,379411613
European Union,,2021-07-03,381460206
European Union,,2021-07-04,385089376
European Union,,2021-07-05,387993711
European Union,,2021-07-06,391559682
European Union,,2021-07-07,395585059
European Union,,2021-07-08,399345133
European Union,,2021-07-09,404711555
European Union,,2021-07-10,406582577
European Union,,2021-07-11,410120712
European Union,,2021-07-12,413070372
European Union,,2021-07-13,416695688
European Union,,2021-07-14,420271349
European Union,,2021-07-15,424015001
European Union,,2021-07-16,428659168
European Union,,2021-07-17,430840857
European Union,,2021-07-18,433763106
European Union,,2021-07-19,436585571
European Union,,2021-07-20,439945159
European Union,,2021-07-21,443476239
European Union,,2021-07-22,446968634
European Union,,2021-07-23,451229787
European Union,,2021-07-24,452852862
European Union,,2021-07-25,455472191
European Union,,2021-07-26,457954989
European Union,,2021-07-27,461213238
European Union,,2021-07-28,464462011
European Union,,2021-07-29,467457376
European Union,,2021-07-30,471235541
European Union,,2021-07-31,472729276
European Union,,2021-08-01,474847335
European Union,,2021-08-02,477021376
European Union,,2021-08-03,479641830
European Union,,2021-08-04,482330688
European Union,,2021-08-05,484896719
European Union,,2021-08-06,488270327
European Union,,2021-08-07,489626813
European Union,,2021-08-08,491587063
European Union,,2021-08-09,493537548
European Union,,2021-08-10,495908669
European Union,,2021-08-11,498377041
European Union,,2021-08-12,500682651
European Union,,2021-08-13,503627794
European Union,,2021-08-14,504595016
European Union,,2021-08-15,506327705
European Union,,2021-08-16,507979681
European Union,,2021-08-17,510001539
European Union,,2021-08-18,512126101
European Union,,2021-08-19,514057884
European Union,,2021-08-20,516405690
European Union,,2021-08-21,517257635
European Union,,2021-08-22,519063606
European Union,,2021-08-23,520704323
European Union,,2021-08-24,522575867
European Union,,2021-08-25,524382976
European Union,,2021-08-26,526207973
European Union,,2021-08-27,528314673
European Union,,2021-08-28,529210302
European Union,,2021-08-29,530828121
European Union,,2021-08-30,532296053
European Union,,2021-08-31,534086078
European Union,,2021-09-01,535738156
European Union,,2021-09-02,537262455
European Union,,2021-09-03,539095011
European Union,,2021-09-04,539903458
European Union,,2021-09-05,541282645
European Union,,2021-09-06,542364927
European Union,,2021-09-07,543782360
European Union,,2021-09-08,545095182
European Union,,2021-09-09,546283922
European Union,,2021-09-10,547892607
European Union,,2021-09-11,548607784
European Union,,2021-09-12,549703059
European Union,,2021-09-13,550628235
European Union,,2021-09-14,551809969
European Union,,2021-09-15,552993313
European Union,,2021-09-16,554096720
European Union,,2021-09-17,555527230
European Union,,2021-09-18,556177743
European Union,,2021-09-19,557232685
European Union,,2021-09-20,557999402
European Union,,2021-09-21,559046828
European Union,,2021-09-22,560173542
European Union,,2021-09-23,561185011
European Union,,2021-09-24,562379221
European Union,,2021-09-25,562988416
European Union,,2021-09-26,563733785
European Union,,2021-09-27,564480351
European Union,,2021-09-28,568239440
European Union,,2021-09-29,569219331
European Union,,2021-09-30,570108195
European Union,,2021-10-01,571145020
European Union,,2021-10-02,571634124
European Union,,2021-10-03,572273836
European Union,,2021-10-04,573188308
European Union,,2021-10-05,574257025
European Union,,2021-10-06,575131580
European Union,,2021-10-07,575991630
European Union,,2021-10-08,576969506
European Union,,2021-10-09,577452009
European Union,,2021-10-10,578062889
European Union,,2021-10-11,578672326
European Union,,2021-10-12,579877136
European Union,,2021-10-13,580805066
European Union,,2021-10-14,581729198
European Union,,2021-10-15,582957159
European Union,,2021-10-16,583471626
European Union,,2021-10-17,584129637
European Union,,2021-10-18,585156354
European Union,,2021-10-19,586067581
European Union,,2021-10-20,587150959
European Union,,2021-10-21,588162656
European Union,,2021-10-22,589318566
European Union,,2021-10-23,589948369
European Union,,2021-10-24,590753538
European Union,,2021-10-25,591552391
European Union,,2021-10-26,592633880
European Union,,2021-10-27,594055151
European Union,,2021-10-28,595311101
European Union,,2021-10-29,596575331
European Union,,2021-10-30,597176554
European Union,,2021-10-31,597949887
European Union,,2021-11-01,598293162
European Union,,2021-11-02,599398986
European Union,,2021-11-03,600748548
European Union,,2021-11-04,602112754
European Union,,2021-11-05,603580370
European Union,,2021-11-06,604221802
European Union,,2021-11-07,604884615
European Union,,2021-11-08,606049027
European Union,,2021-11-09,607742065
European Union,,2021-11-10,609339328
European Union,,2021-11-11,610878185
European Union,,2021-11-12,612681086
European Union,,2021-11-13,613434496
European Union,,2021-11-14,614442189
European Union,,2021-11-15,616010384
European Union,,2021-11-16,617827156
European Union,,2021-11-17,619924968
European Union,,2021-11-18,621945126
European Union,,2021-11-19,624219710
European Union,,2021-11-20,625285353
European Union,,2021-11-21,626476221
European Union,,2021-11-22,628501533
European Union,,2021-11-23,630883777
European Union,,2021-11-24,633365247
European Union,,2021-11-25,636505411
European Union,,2021-11-26,639611991
European Union,,2021-11-27,641695343
European Union,,2021-11-28,642963615
European Union,,2021-11-29,646014993
European Union,,2021-11-30,648828963
European Union,,2021-12-01,652396345
European Union,,2021-12-02,655839488
European Union,,2021-12-03,660002375
European Union,,2021-12-04,662565550
European Union,,2021-12-05,664142545
European Union,,2021-12-06,667305746
European Union,,2021-12-07,670860542
European Union,,2021-12-08,674490821
European Union,,2021-12-09,678026249
European Union,,2021-12-10,683083466
European Union,,2021-12-11,686010997
European Union,,2021-12-12,690621865
European Union,,2021-12-13,693875959
European Union,,2021-12-14,698262761
European Union,,2021-12-15,702656091
European Union,,2021-12-16,707149827
European Union,,2021-12-17,712430046
European Union,,2021-12-18,715390372
European Union,,2021-12-19,718512588
European Union,,2021-12-20,722093744
European Union,,2021-12-21,725755983
European Union,,2021-12-22,729232873
European Union,,2021-12-23,731715950
European Union,,2021-12-24,734093079
European Union,,2021-12-25,734198435
European Union,,2021-12-26,734804310
European Union,,2021-12-27,737077538
European Union,,2021-12-28,740193632
European Union,,2021-12-29,742787826
European Union,,2021-12-30,745319858
European Union,,2021-12-31,748120650
European Union,,2022-01-01,748350534
European Union,,2022-01-02,750165784
European Union,,2022-01-03,752988667
European Union,,2022-01-04,756366158
European Union,,2022-01-05,759564824
European Union,,2022-01-06,762332085
European Union,,2022-01-07,768095413
European Union,,2022-01-08,770556113
European Union,,2022-01-09,772456633
European Union,,2022-01-10,775527720
European Union,,2022-01-11,778870543
European Union,,2022-01-12,782361693
European Union,,2022-01-13,785666588
European Union,,2022-01-14,790431384
European Union,,2022-01-15,792440303
European Union,,2022-01-16,794590988
European Union,,2022-01-17,797028893
European Union,,2022-01-18,799691536
European Union,,2022-01-19,802194981
European Union,,2022-01-20,805075093
European Union,,2022-01-21,808378249
European Union,,2022-01-22,809915884
European Union,,2022-01-23,811620227
European Union,,2022-01-24,813554509
European Union,,2022-01-25,815827135
European Union,,2022-01-26,817879757
European Union,,2022-01-27,819812795
European Union,,2022-01-28,822528989
European Union,,2022-01-29,823772581
European Union,,2022-01-30,825424762
European Union,,2022-01-31,827013586
European Union,,2022-02-01,828472714
European Union,,2022-02-02,830021923
European Union,,2022-02-03,831387795
European Union,,2022-02-04,833579770
European Union,,2022-02-05,834591011
European Union,,2022-02-06,835606616
European Union,,2022-02-07,836720753
European Union,,2022-02-08,837888949
European Union,,2022-02-09,839061271
European Union,,2022-02-10,840126917
European Union,,2022-02-11,841699610
European Union,,2022-02-12,842456596
European Union,,2022-02-13,843203655
European Union,,2022-02-14,843943022
European Union,,2022-02-15,844793811
European Union,,2022-02-16,845915628
European Union,,2022-02-17,846630114
European Union,,2022-02-18,847693965
European Union,,2022-02-19,848194934
European Union,,2022-02-20,848666044
European Union,,2022-02-21,849202770
European Union,,2022-02-22,849864627
European Union,,2022-02-23,850506056
European Union,,2022-02-24,851172773
European Union,,2022-02-25,851975074
European Union,,2022-02-26,852352245
European Union,,2022-02-27,852744632
European Union,,2022-02-28,853155842
European Union,,2022-03-01,853625570
European Union,,2022-03-02,854089319
European Union,,2022-03-03,854573064
European Union,,2022-03-04,855126701
European Union,,2022-03-05,855375870
European Union,,2022-03-06,855615388
European Union,,2022-03-07,855880898
European Union,,2022-03-08,856211110
European Union,,2022-03-09,856573858
European Union,,2022-03-10,857544187
European Union,,2022-03-11,858148484
European Union,,2022-03-12,858349646
European Union,,2022-03-13,858569046
European Union,,2022-03-14,858778097
European Union,,2022-03-15,859126742
European Union,,2022-03-16,859838105
European Union,,2022-03-17,860180273
European Union,,2022-03-18,860815707
European Union,,2022-03-19,861037176
European Union,,2022-03-20,861265589
European Union,,2022-03-21,861746308
European Union,,2022-03-22,862057064
European Union,,2022-03-23,862675408
European Union,,2022-03-24,863001124
European Union,,2022-03-25,863716022
European Union,,2022-03-26,863885240
European Union,,2022-03-27,864048509
European Union,,2022-03-28,864260937
European Union,,2022-03-29,864597677
European Union,,2022-03-30,865140191
European Union,,2022-03-31,865464406
European Union,,2022-04-01,866135194
European Union,,2022-04-02,866257026
European Union,,2022-04-03,866418266
European Union,,2022-04-04,866645583
European Union,,2022-04-05,866936312
European Union,,2022-04-06,867364633
European Union,,2022-04-07,867672289
European Union,,2022-04-08,868322353
European Union,,2022-04-09,868435820
European Union,,2022-04-10,868676974
European Union,,2022-04-11,868860079
European Union,,2022-04-12,869187634
European Union,,2022-04-13,869473887
European Union,,2022-04-14,869725725
European Union,,2022-04-15,870099355
European Union,,2022-04-16,870169817
European Union,,2022-04-17,870384354
European Union,,2022-04-18,870439108
European Union,,2022-04-19,870655856
European Union,,2022-04-20,870902932
European Union,,2022-04-21,871210461
European Union,,2022-04-22,871678851
European Union,,2022-04-23,871776228
European Union,,2022-04-24,872015797
European Union,,2022-04-25,872151191
European Union,,2022-04-26,872422711
European Union,,2022-04-27,872802202
European Union,,2022-04-28,873088968
European Union,,2022-04-29,873497336
European Union,,2022-04-30,873616786
European Union,,2022-05-01,873866272
European Union,,2022-05-02,873996217
European Union,,2022-05-03,874209667
European Union,,2022-05-04,874580333
European Union,,2022-05-05,874829650
European Union,,2022-05-06,875176825
European Union,,2022-05-07,875261611
European Union,,2022-05-08,875447473
European Union,,2022-05-09,875580334
European Union,,2022-05-10,875803167
European Union,,2022-05-11,876110365
European Union,,2022-05-12,876329864
European Union,,2022-05-13,876620735
European Union,,2022-05-14,876698089
European Union,,2022-05-15,876847741
European Union,,2022-05-16,876969038
European Union,,2022-05-17,877172789
European Union,,2022-05-18,877444649
European Union,,2022-05-19,877644824
European Union,,2022-05-20,877986090
European Union,,2022-05-21,878056720
European Union,,2022-05-22,878422324
European Union,,2022-05-23,878537016
European Union,,2022-05-24,878727841
European Union,,2022-05-25,879018937
European Union,,2022-05-26,879086618
European Union,,2022-05-27,879387759
European Union,,2022-05-28,879439800
European Union,,2022-05-29,879526258
European Union,,2022-05-30,879636264
European Union,,2022-05-31,879810325
European Union,,2022-06-01,880064455
European Union,,2022-06-02,880212823
European Union,,2022-06-03,880579073
European Union,,2022-06-04,880626202
European Union,,2022-06-05,880697687
European Union,,2022-06-06,880736639
European Union,,2022-06-07,880879781
European Union,,2022-06-08,881118133
European Union,,2022-06-09,881307453
European Union,,2022-06-10,881649419
European Union,,2022-06-11,881706123
European Union,,2022-06-12,881762198
European Union,,2022-06-13,881852181
European Union,,2022-06-14,882006670
European Union,,2022-06-15,882278997
European Union,,2022-06-16,882405144
European Union,,2022-06-17,882734167
European Union,,2022-06-18,882785614
European Union,,2022-06-19,882839571
European Union,,2022-06-20,882938634
European Union,,2022-06-21,883102259
European Union,,2022-06-22,883346772
European Union,,2022-06-23,883574890
European Union,,2022-06-24,883951449
European Union,,2022-06-25,884018446
European Union,,2022-06-26,884058569
European Union,,2022-06-27,884183122
European Union,,2022-06-28,884398131
European Union,,2022-06-29,884681234
European Union,,2022-06-30,884912467
European Union,,2022-07-01,885297955
European Union,,2022-07-02,885377315
European Union,,2022-07-03,885420394
European Union,,2022-07-04,885581462
European Union,,2022-07-05,885839014
European Union,,2022-07-06,886181279
European Union,,2022-07-07,886448991
European Union,,2022-07-08,886848205
European Union,,2022-07-09,886939402
European Union,,2022-07-10,886981957
European Union,,2022-07-11,887167412
European Union,,2022-07-12,887467321
European Union,,2022-07-13,887848051
European Union,,2022-07-14,888021641
European Union,,2022-07-15,888445373
European Union,,2022-07-16,888549000
European Union,,2022-07-17,888597071
European Union,,2022-07-18,888796362
European Union,,2022-07-19,889086418
European Union,,2022-07-20,889436325
European Union,,2022-07-21,889740788
European Union,,2022-07-22,890155376
European Union,,2022-07-23,890261985
European Union,,2022-07-24,890303999
European Union,,2022-07-25,890503214
European Union,,2022-07-26,890800673
European Union,,2022-07-27,891153109
European Union,,2022-07-28,891467968
European Union,,2022-07-29,891879365
European Union,,2022-07-30,891974414
European Union,,2022-07-31,892012840
European Union,,2022-08-01,892226212
European Union,,2022-08-02,892469587
European Union,,2022-08-03,892886496
European Union,,2022-08-04,893107996
European Union,,2022-08-05,893399539
European Union,,2022-08-06,893467391
European Union,,2022-08-07,893497815
European Union,,2022-08-08,893733177
European Union,,2022-08-09,893923284
European Union,,2022-08-10,894219908
European Union,,2022-08-11,894389906
European Union,,2022-08-12,894675323
European Union,,2022-08-13,894715785
European Union,,2022-08-14,894739659
European Union,,2022-08-15,894764378
European Union,,2022-08-16,894903192
European Union,,2022-08-17,895171485
European Union,,2022-08-18,895331291
European Union,,2022-08-19,895518485
European Union,,2022-08-20,895560730
European Union,,2022-08-21,895587331
European Union,,2022-08-22,895742856
European Union,,2022-08-23,895865390
European Union,,2022-08-24,896179934
European Union,,2022-08-25,896334068
European Union,,2022-08-26,896505775
European Union,,2022-08-27,896544355
European Union,,2022-08-28,896580270
European Union,,2022-08-29,896672154
European Union,,2022-08-30,896813634
European Union,,2022-08-31,897049125
European Union,,2022-09-01,897183961
European Union,,2022-09-02,897342239
European Union,,2022-09-03,897378439
European Union,,2022-09-04,897555831
European Union,,2022-09-05,897639569
European Union,,2022-09-06,897768270
European Union,,2022-09-07,897974745
European Union,,2022-09-08,898101965
European Union,,2022-09-09,898291040
European Union,,2022-09-10,898328093
European Union,,2022-09-11,898655230
European Union,,2022-09-12,898807298
European Union,,2022-09-13,899025687
European Union,,2022-09-14,899376267
European Union,,2022-09-15,899648272
European Union,,2022-09-16,900055240
European Union,,2022-09-17,900140752
European Union,,2022-09-18,900465761
European Union,,2022-09-19,900659510
European Union,,2022-09-20,900934174
European Union,,2022-09-21,901280256
European Union,,2022-09-22,901640962
European Union,,2022-09-23,902137624
European Union,,2022-09-24,902243588
European Union,,2022-09-25,902567186
European Union,,2022-09-26,902787612
European Union,,2022-09-27,903100559
European Union,,2022-09-28,903502481
European Union,,2022-09-29,903948677
European Union,,2022-09-30,904504495
European Union,,2022-10-01,904613495
European Union,,2022-10-02,904635251
European Union,,2022-10-03,904819441
European Union,,2022-10-04,905135123
European Union,,2022-10-05,905508479
European Union,,2022-10-06,906058975
European Union,,2022-10-07,906632003
European Union,,2022-10-08,906750823
European Union,,2022-10-09,906768903
European Union,,2022-10-10,906980117
European Union,,2022-10-11,907346860
European Union,,2022-10-12,907686355
European Union,,2022-10-13,908267623
European Union,,2022-10-14,908761379
European Union,,2022-10-15,908884530
European Union,,2022-10-16,908904111
European Union,,2022-10-17,909110762
European Union,,2022-10-18,909406659
European Union,,2022-10-19,909668027
European Union,,2022-10-20,910133258
European Union,,2022-10-21,910372808
European Union,,2022-10-22,910447272
European Union,,2022-10-23,910458818
Faeroe Islands,FRO,2021-01-29,3994
Faeroe Islands,FRO,2021-02-06,4657
Faeroe Islands,FRO,2021-02-08,4783
Faeroe Islands,FRO,2021-02-10,5355
Faeroe Islands,FRO,2021-02-21,5682
Faeroe Islands,FRO,2021-02-23,6259
Faeroe Islands,FRO,2021-02-24,6713
Faeroe Islands,FRO,2021-03-03,7041
Faeroe Islands,FRO,2021-03-04,7394
Faeroe Islands,FRO,2021-03-05,7563
Faeroe Islands,FRO,2021-03-06,7925
Faeroe Islands,FRO,2021-03-08,8068
Faeroe Islands,FRO,2021-03-12,8832
Faeroe Islands,FRO,2021-03-16,8967
Faeroe Islands,FRO,2021-03-17,9170
Faeroe Islands,FRO,2021-03-18,9342
Faeroe Islands,FRO,2021-03-22,9427
Faeroe Islands,FRO,2021-03-26,9660
Faeroe Islands,FRO,2021-03-27,9959
Faeroe Islands,FRO,2021-03-30,10770
Faeroe Islands,FRO,2021-04-08,11494
Faeroe Islands,FRO,2021-04-12,12629
Faeroe Islands,FRO,2021-04-13,13131
Faeroe Islands,FRO,2021-04-14,13731
Faeroe Islands,FRO,2021-04-15,14305
Faeroe Islands,FRO,2021-04-19,14610
Faeroe Islands,FRO,2021-04-21,14834
Faeroe Islands,FRO,2021-04-22,15531
Faeroe Islands,FRO,2021-04-24,17280
Faeroe Islands,FRO,2021-04-26,18294
Faeroe Islands,FRO,2021-04-27,19262
Faeroe Islands,FRO,2021-04-28,20238
Faeroe Islands,FRO,2021-05-06,21128
Faeroe Islands,FRO,2021-05-08,22715
Faeroe Islands,FRO,2021-05-09,23519
Faeroe Islands,FRO,2021-05-11,25427
Faeroe Islands,FRO,2021-05-13,26253
Faeroe Islands,FRO,2021-05-16,26977
Faeroe Islands,FRO,2021-05-22,27681
Faeroe Islands,FRO,2021-05-23,28646
Faeroe Islands,FRO,2021-05-24,29668
Faeroe Islands,FRO,2021-05-25,30184
Faeroe Islands,FRO,2021-05-26,30719
Faeroe Islands,FRO,2021-05-28,32440
Faeroe Islands,FRO,2021-05-30,32593
Faeroe Islands,FRO,2021-06-03,34082
Faeroe Islands,FRO,2021-06-04,34552
Faeroe Islands,FRO,2021-06-06,35537
Faeroe Islands,FRO,2021-06-07,36442
Faeroe Islands,FRO,2021-06-09,38242
Faeroe Islands,FRO,2021-06-13,39987
Faeroe Islands,FRO,2021-06-15,40331
Faeroe Islands,FRO,2021-06-16,40484
Faeroe Islands,FRO,2021-06-18,41473
Faeroe Islands,FRO,2021-06-19,41653
Faeroe Islands,FRO,2021-06-20,42457
Faeroe Islands,FRO,2021-06-21,43497
Faeroe Islands,FRO,2021-06-22,44414
Faeroe Islands,FRO,2021-06-24,45456
Faeroe Islands,FRO,2021-06-25,46082
Faeroe Islands,FRO,2021-06-28,46874
Faeroe Islands,FRO,2021-06-30,47304
Faeroe Islands,FRO,2021-07-01,48345
Faeroe Islands,FRO,2021-07-04,49821
Faeroe Islands,FRO,2021-07-05,50941
Faeroe Islands,FRO,2021-07-06,51892
Faeroe Islands,FRO,2021-07-07,52975
Faeroe Islands,FRO,2021-07-08,53592
Faeroe Islands,FRO,2021-07-11,56825
Faeroe Islands,FRO,2021-07-12,57501
Faeroe Islands,FRO,2021-07-13,57860
Faeroe Islands,FRO,2021-07-14,58353
Faeroe Islands,FRO,2021-07-15,58843
Faeroe Islands,FRO,2021-07-19,60424
Faeroe Islands,FRO,2021-07-20,60775
Faeroe Islands,FRO,2021-07-21,61551
Faeroe Islands,FRO,2021-07-22,61717
Faeroe Islands,FRO,2021-07-25,62263
Faeroe Islands,FRO,2021-07-27,62969
Faeroe Islands,FRO,2021-07-28,63660
Faeroe Islands,FRO,2021-08-03,65026
Faeroe Islands,FRO,2021-08-05,65607
Faeroe Islands,FRO,2021-08-06,67049
Faeroe Islands,FRO,2021-08-09,67808
Faeroe Islands,FRO,2021-08-10,68097
Faeroe Islands,FRO,2021-08-11,68395
Faeroe Islands,FRO,2021-08-12,68843
Faeroe Islands,FRO,2021-08-15,68866
Faeroe Islands,FRO,2021-08-16,69341
Faeroe Islands,FRO,2021-08-17,69598
Faeroe Islands,FRO,2021-08-18,69722
Faeroe Islands,FRO,2021-08-19,69950
Faeroe Islands,FRO,2021-08-24,70399
Faeroe Islands,FRO,2021-08-26,70702
Faeroe Islands,FRO,2021-08-30,70940
Faeroe Islands,FRO,2021-08-31,71169
Faeroe Islands,FRO,2021-09-01,71315
Faeroe Islands,FRO,2021-09-02,71516
Faeroe Islands,FRO,2021-09-06,71841
Faeroe Islands,FRO,2021-09-07,71932
Faeroe Islands,FRO,2021-09-08,72246
Faeroe Islands,FRO,2021-09-10,72591
Faeroe Islands,FRO,2021-09-14,72949
Faeroe Islands,FRO,2021-09-15,73051
Faeroe Islands,FRO,2021-09-16,73208
Faeroe Islands,FRO,2021-09-20,73404
Faeroe Islands,FRO,2021-09-22,73634
Faeroe Islands,FRO,2021-09-23,73872
Faeroe Islands,FRO,2021-09-26,73959
Faeroe Islands,FRO,2021-09-27,74129
Faeroe Islands,FRO,2021-09-28,74291
Faeroe Islands,FRO,2021-10-01,74618
Faeroe Islands,FRO,2021-10-05,75009
Faeroe Islands,FRO,2021-10-08,75360
Faeroe Islands,FRO,2021-10-10,75390
Faeroe Islands,FRO,2021-10-11,75519
Faeroe Islands,FRO,2021-10-13,75647
Faeroe Islands,FRO,2021-10-15,75867
Faeroe Islands,FRO,2021-10-18,76061
Faeroe Islands,FRO,2021-10-19,76161
Faeroe Islands,FRO,2021-10-20,76384
Faeroe Islands,FRO,2021-10-21,76516
Faeroe Islands,FRO,2021-10-26,76723
Faeroe Islands,FRO,2021-10-27,76876
Faeroe Islands,FRO,2021-10-28,77276
Faeroe Islands,FRO,2021-10-31,77555
Faeroe Islands,FRO,2021-11-02,78008
Faeroe Islands,FRO,2021-11-03,78077
Faeroe Islands,FRO,2021-11-05,78347
Faeroe Islands,FRO,2021-12-22,93518
Faeroe Islands,FRO,2021-12-27,94004
Faeroe Islands,FRO,2021-12-28,95287
Faeroe Islands,FRO,2021-12-30,96235
Faeroe Islands,FRO,2022-01-03,96959
Faeroe Islands,FRO,2022-01-05,97142
Faeroe Islands,FRO,2022-01-06,98470
Faeroe Islands,FRO,2022-01-09,99594
Faeroe Islands,FRO,2022-01-10,99831
Faeroe Islands,FRO,2022-01-11,100067
Faeroe Islands,FRO,2022-01-13,100616
Faeroe Islands,FRO,2022-01-18,101029
Faeroe Islands,FRO,2022-01-19,101312
Faeroe Islands,FRO,2022-01-20,101803
Faeroe Islands,FRO,2022-01-25,102553
Faeroe Islands,FRO,2022-01-28,103026
Faeroe Islands,FRO,2022-01-31,103223
Faeroe Islands,FRO,2022-02-01,103280
Faeroe Islands,FRO,2022-02-02,103351
Faeroe Islands,FRO,2022-02-03,103479
Faeroe Islands,FRO,2022-02-07,103571
Faeroe Islands,FRO,2022-02-08,103613
Faeroe Islands,FRO,2022-02-10,103708
Faeroe Islands,FRO,2022-02-14,103737
Faeroe Islands,FRO,2022-02-16,103853
Faeroe Islands,FRO,2022-02-18,103894
Falkland Islands,FLK,2021-02-07,0
Falkland Islands,FLK,2021-02-15,1515
Falkland Islands,FLK,2021-02-22,1732
Falkland Islands,FLK,2021-03-26,2187
Falkland Islands,FLK,2021-04-07,4322
Falkland Islands,FLK,2021-04-14,4407
Fiji,FJI,2021-03-17,0
Fiji,FJI,2021-04-13,6278
Fiji,FJI,2021-04-15,27705
Fiji,FJI,2021-04-16,56000
Fiji,FJI,2021-04-20,56000
Fiji,FJI,2021-05-11,93000
Fiji,FJI,2021-05-25,109927
Fiji,FJI,2021-06-01,136247
Fiji,FJI,2021-06-08,223429
Fiji,FJI,2021-06-15,242539
Fiji,FJI,2021-06-21,274008
Fiji,FJI,2021-06-29,322299
Fiji,FJI,2021-07-06,379199
Fiji,FJI,2021-07-13,419998
Fiji,FJI,2021-07-20,471719
Fiji,FJI,2021-07-27,538439
Fiji,FJI,2021-08-02,628823
Fiji,FJI,2021-08-09,690888
Fiji,FJI,2021-08-16,745201
Fiji,FJI,2021-08-23,778159
Fiji,FJI,2021-08-31,825552
Fiji,FJI,2021-09-07,866153
Fiji,FJI,2021-09-14,912149
Fiji,FJI,2021-09-21,975268
Fiji,FJI,2021-09-28,1017195
Fiji,FJI,2021-10-05,1055883
Fiji,FJI,2021-10-12,1090963
Fiji,FJI,2021-10-18,1136909
Fiji,FJI,2021-10-25,1166051
Fiji,FJI,2021-11-01,1189238
Fiji,FJI,2021-11-08,1196888
Fiji,FJI,2021-11-15,1208816
Fiji,FJI,2021-11-22,1213236
Fiji,FJI,2021-11-30,1237108
Fiji,FJI,2021-12-06,1245234
Fiji,FJI,2021-12-13,1257375
Fiji,FJI,2021-12-20,1267045
Fiji,FJI,2022-01-04,1272805
Fiji,FJI,2022-01-11,1275172
Fiji,FJI,2022-01-18,1276260
Fiji,FJI,2022-01-24,1277372
Fiji,FJI,2022-01-31,1279166
Fiji,FJI,2022-02-07,1280736
Fiji,FJI,2022-02-14,1283193
Fiji,FJI,2022-02-21,1285412
Fiji,FJI,2022-02-28,1287727
Fiji,FJI,2022-03-07,1289152
